0.108884+0.0144261j 0.0129315-0.121667j -0.0608002-0.0787261j 0.107768-0.0831961j 0.0834868+0.0621334j 0.126329+0.000260655j 0.0059186-0.107774j -0.0452464-0.135749j 0.0738582-0.0459686j -0.06409+0.0139186j 0.012952-0.0512687j 0.022836+0.0911014j -0.141104+0.106701j 0.0671828+0.0903656j -0.0890816-0.0647731j -0.13169+0.0213083j -0.0199135-0.0595443j -0.0374848+0.0534353j -0.0107051+0.142676j 0.00317382+0.00674336j -0.180881+0.00405184j 0.0118948+0.173596j 0.0762036+0.0282496j 0.0309846-0.0597306j -0.145515-0.00183553j -0.047605-0.118751j -0.00758765-0.110369j -0.0701047+0.0448859j -0.0188796-0.0743954j -0.032184+0.0156021j -0.0764202-0.0268391j 0.0988518-0.0189061j 0.0283593-0.164671j 0.100793-0.0190412j 0.128433+0.00570482j -0.127584+0.0970469j 0.0255909+0.0414965j -0.102604-0.10644j 0.120072-0.0403568j -0.0350618+0.0816368j -0.00579666-0.0799345j 0.00379989+0.00399835j 0.0318985+0.0268474j 0.0256093+0.0439521j 0.0121812+0.283938j -0.0766646-0.10085j -0.00434084-0.0135613j -0.0249843+0.180787j 0.114589-0.0694773j 0.0217573+0.0439242j -0.0958904-0.0191189j 0.0747187+0.0372663j -0.00325236-0.00430143j 0.0278735+0.0116901j -0.0101928-0.0614418j -0.231709-0.0473907j 0.0989807-0.00683271j -0.014213+0.075464j 0.117622-0.152369j 0.0299142-0.0303571j 0.0632625-0.0593088j 0.0543396+0.111974j -0.0893022-0.121052j -0.0959157-0.0550625j -0.03545+0.0278507j -0.0479114-0.00608998j 0.0523476-0.0281062j 0.0469088-0.0872936j -0.0190337-0.00416828j 0.0285665-0.0181919j -0.0210855+0.0250465j 0.048878+0.0153811j 0.00965007+0.0646267j -0.0671814-0.0522125j 0.06172-0.0446667j 0.0092328-0.0414773j -0.0573722-0.0100576j 0.0134042-0.00335749j -0.051219+0.0243241j -0.000647738-0.0130499j -0.0131212-0.0272006j -0.00645296-0.0125476j -0.0205224+0.011202j 0.0263991-0.0294282j -0.0102751-0.0393005j 0.024873+0.00102021j -0.00651749+0.0124368j -0.0655423+0.0029798j 0.0244045-0.0785085j 0.0819901+0.0306959j 0.0143203-0.0624943j 0.0656581+0.0180725j 
0.00984617+0.0171417j 0.0331363-0.0119347j 0.00531951+0.0312911j -0.0239062-0.00685148j -0.00239506-0.00662547j 0.0136903+0.0204513j -0.0151549-0.0210459j -0.0146378+0.00282029j -0.00787955+0.00723933j -0.00218046+0.00197544j -0.00388726+0.000465486j -0.016012-0.00545745j -0.0151128-0.0105197j -0.00935308+0.014545j -0.00470112-0.0140734j -0.010728-0.00389515j -0.00530268-0.0246972j -0.00975642-0.00846615j -0.0198033-0.0038922j -0.000329484-0.00613514j -0.00230692-0.0129013j 0.0171534+0.00280147j -0.0110795-0.00549015j 0.0147693+0.00952103j 0.000995437+0.0113615j -0.00799403+0.00624741j -0.0093047-0.0146528j -0.0180809-0.00439646j -0.00707876-0.0124696j -0.0296016-0.00409972j 0.00391366+0.00669221j 0.00734432+0.0011082j 0.00246608-0.00420748j -0.000732391+0.0209327j 0.000136343+0.0152774j 0.0146843+0.022483j -0.0163924+0.0252972j 0.000759447-0.0046447j 0.00802286+0.00576297j -0.000111255-0.00366935j 0.00172742+0.0103312j 0.018952-0.00241972j 0.00308583-0.00106589j 0.00125501-0.0156468j 0.00451408+0.00773747j -0.000932173-0.0143018j -0.00586587+0.0171906j -0.00866563-0.0194155j -0.0163685-0.00137476j 0.0103218-0.00217489j 0.00169421-0.0118086j 0.0218002-0.0376514j -0.0139111+0.0152572j -0.00247454-5.89141e-05j 0.015095+0.00147836j 0.0112681-0.00466635j 0.0165105-0.00221197j -0.00332169+0.00762812j 0.00926677-0.0204353j 0.00081875-0.00290294j -0.0107797+0.010468j 0.0212232+0.00352057j -0.00342367-0.00265332j -0.0209583+0.0074499j -0.00823542-0.0167386j -0.00622471+0.0263389j -0.00400295+0.00946999j -0.00855204+0.0110146j 0.0221963-0.00948649j 0.00388474-0.0290675j 0.0288414-0.00648809j 0.0129438-0.00354072j 0.0153185-0.00235579j 0.00373621+0.00109742j 0.0121387-0.0150952j 0.00220306+0.00267907j 0.0270704+0.00735248j 0.0113672-0.0128554j -0.00667544-0.00588028j -0.00229656-0.021908j -0.0231589+0.00120674j -0.00783002-0.020516j -0.000198282+0.00666673j -0.00133175-0.0235131j -0.0195262+0.0157369j -0.0117443-0.0116176j 0.0209198+0.0191207j -0.0137096+0.00029539j -0.0144266+0.00664137j 0.0117066-0.0306335j 0.0485273+0.00324634j -0.00756154+0.0296934j 
0.0060583+0.00668175j 0.0191182-0.010608j 0.00477188+0.0225269j -0.0238102-0.000431048j 0.0111321-0.0169563j 0.024074+0.0085353j -0.00917774-0.0295955j -0.022217+0.00254192j 0.0032774-0.0120274j -0.000467091-0.00285809j 0.00304893+0.00652619j -0.0119514-0.0144107j -0.00474455-0.00903438j -0.0168301+0.0178739j 0.00257569+0.0114909j -0.0182171-0.010416j -0.0195317-0.00141527j -0.0108767+0.00806594j -0.00939968-3.94032e-05j -0.00376195+0.0097382j 0.0174927-0.00469222j 0.0162116-0.026396j 0.00924645-0.0244004j 0.0204019-0.00131742j -0.0145483+0.00536201j 0.0168189+0.00117983j -0.00449052-0.025425j -0.0148702-0.00573477j 0.0187225-0.0167506j -0.0586439-0.0171677j 0.0149021-0.00116884j 0.000908198+0.0229855j 0.00457773-0.00765416j -0.0132899+0.00419118j -0.00144506+0.00889901j 0.00828438+0.0275445j 0.00980268+0.00366642j 0.0104576+0.00785939j 0.00233016+0.0168297j 0.00702247-0.00218346j -0.00984514+0.00647488j -0.0274316-0.0134757j -0.00288886-0.00323911j -0.00329521-0.0134562j 0.00510334+0.00780913j 0.010203+0.00641282j -0.0300101-0.00175097j -0.00937001-0.00108882j -0.0141972-0.0034002j 0.0119439+0.00957412j 0.00425674-0.0031289j 0.012561-0.0296392j -0.00357667+0.0102465j -0.000731055+0.00386127j -0.00178229-0.00790046j 0.004383-0.00969458j -0.00233144+0.0153949j -0.00801078+0.0158138j -0.0139985-0.0226211j -0.00368464-0.0268571j -0.0192297+0.0045146j -0.00462594+0.00343497j -0.00645638+0.022268j -0.0236436+0.00848566j -0.0241708-0.0255348j 0.00458384+0.0243728j -0.0142701+0.0040768j -0.0147965+0.0261815j 0.00482709-0.0117333j -0.00330497-0.000941084j 0.0104431-0.00509145j -0.00181355+0.00785017j 0.0041495+0.010695j -0.00094959+0.00932177j 0.02932-0.0239284j 0.00778792-0.0080133j 0.0169772-0.0430496j 0.034489-0.00427283j 0.00419112-0.0128795j -0.00199438-0.00746744j -0.0629851+0.00397934j 0.00856573-0.00744372j 0.0104448-0.013979j 0.0228134-0.0267045j 0.0218376-0.00757118j -0.0289494-0.0209671j -0.0253955+0.0281668j 0.00332938-0.0232655j -0.0209192+0.0231923j -0.0217133-0.0360794j 0.0302693-0.00107475j 0.00175143+0.0164144j 
-0.00353748-0.0015326j -0.00235181+0.0038258j 0.000351603+1.95854e-06j 0.00211952-0.00401315j -0.00593075-0.0105132j -0.0110867-0.00280313j -0.0170379+0.0222574j -0.000371286-0.00293993j -0.0161519+0.00549972j -0.00633829-0.00601429j 0.0198106+0.0112575j -0.0030196-0.0161821j -0.00977596+0.0107794j 0.00814749+0.00697415j 0.00309013-0.00888286j -0.00319754+0.00760584j -0.00767308-0.00401755j -0.000273467-0.00710165j -0.0113854+0.00248508j 0.00036048-0.00467637j 0.00412036-0.0076419j 0.0128904+0.0134662j 0.0127176+0.00308136j 0.00317974+0.018111j -0.00105809-0.000711011j 0.0017627-0.00821353j 0.0066165+0.0125786j 0.0148144+0.01124j -0.00446152+0.000926412j 0.0320613+0.0063869j 0.00504686-0.00180988j 0.00582864+0.00712433j 0.00498-0.00434926j 0.00487325+0.000547948j 0.000571893-0.0134944j 0.00528706+0.0120944j -0.00551077+0.0198046j 0.00900038-0.00508792j 0.00105729-0.00433331j 0.00596268-0.00759961j -0.00507548+0.00595584j 0.0167926+0.0038243j 0.00191291-0.00764165j -0.00412745+0.00234237j -0.00831396-0.00143864j -0.0124658-0.000319403j -0.0107658-0.0122543j -0.00120311+0.00343601j -0.00154813+0.00370941j -0.0100956+0.0210362j -0.0122784-0.0110342j -0.00311133-0.0177551j 0.00508582+0.00419952j 0.0115251+0.0147132j 0.0120077+0.0109108j -0.00737599-0.0152511j -0.00632833+0.0081929j -0.00387985-0.00763286j 0.00762586-0.00353563j -0.0114985+0.00622901j -0.000310595-0.00608407j -0.00867339+0.00156738j -0.0160909+0.00659097j 0.0105644-0.00293982j 0.0082553+0.0210808j -0.0179853-0.0128157j 0.00554572-0.00363924j 0.00976209-0.00571811j 0.00202291-0.00986436j -0.00623549-0.00183683j 0.00277116+0.00142202j 0.000577577-0.00751861j 0.00151344+0.00334446j -0.00196264-0.00409945j -0.0160378+0.0202421j 0.0183275+0.00115714j -0.00808878+0.0157527j -0.0283851+0.0133798j -0.00285428+0.00147715j -0.000487019+5.7295e-05j 0.0126811-0.00149566j -0.00459658+0.0105141j -0.00360464+0.0106501j -0.0106597+0.00860615j 0.00226824-0.0037784j 0.0157155+0.0120581j 0.0159511+0.0102739j -0.0090638+0.0195326j -0.00431295-0.00912752j 0.0059537+0.00292931j -0.00270897+0.00338379j -0.00302394-0.00345424j 
0.000633602+0.00389571j 0.0117446-0.00020514j 0.0100732+0.0279882j -0.0235857+0.0054135j -0.00864532-0.00592071j 0.00188407+0.00696334j 0.00090541+0.00950635j -0.0182714-0.00351724j 0.0193844-0.0053763j -0.00687771-0.00929449j -0.00383979+0.000353113j -0.0036966+0.00789719j -0.00395348-0.00564255j -0.0148312+0.00426248j -0.00916932-0.00598839j -0.00649186-0.00194987j -0.0104406-0.000313839j 0.00173622-0.00658124j -0.00246132+0.0029951j 0.00178471+0.00518658j -0.00909775+0.0130638j 0.0135165+0.00896332j 0.00658486+0.0138066j 0.0222321-0.00168146j -0.017256-0.00189034j 0.001543-0.0137322j -0.00356698-0.0236661j -0.0275571-0.00379354j 0.00550079-0.00566638j -0.0142654-0.00078118j 0.000302635+0.0113792j 0.00154754+0.00241661j -0.0176069-0.000508129j -0.00808377+0.00874607j -0.00124645+0.0303089j -0.000586996+0.0109054j -0.0145613+0.0206961j 0.00780739-0.00142167j -0.00443294+0.0125663j 0.000492296-0.00347481j -0.000336129+0.0249337j -0.000178144+0.00323278j 0.00425538-0.00358949j -0.00445445-0.034895j 0.00763006+0.0149826j 0.00988477+0.00615154j 0.00166234+0.0198789j -0.0141249-0.0202169j 0.0032542-0.00318492j 0.00467253-0.00704633j 0.0117556-0.0207439j 0.000105337-0.0232427j -0.0064667+0.0109719j 0.00894659+0.00250801j -0.0152989+0.0166776j 0.00226042+0.0106915j -0.0122853-0.00884796j 0.00426159+0.00499715j 0.0214736-0.0229312j -0.0108631+0.00025374j -0.0106471-0.00573667j -0.0107168-0.00187764j -0.00739075-0.00110722j -0.0059896-0.0130977j 0.0223947+0.0213536j -0.030341+0.00413521j -0.00177013+0.0215738j -0.00376028+0.0187387j -0.0107118-0.00279675j 0.0106902+0.0120043j 0.00571013-0.00604323j -0.020783+0.000866342j 0.00684664+0.015455j 0.0202673+0.000469536j -0.0259259+0.00396006j 0.0301417+0.00642609j -0.0099865-0.00949353j -0.0145215+0.0120249j 0.00740736-0.00824142j 0.0161568+0.00063647j -0.00035506+0.00743336j -0.0116282+0.0129458j 0.0181229+0.0163294j -0.0162269-0.0109241j 0.0193381-0.0112393j 0.00965223-0.00737162j 0.00984163+0.0252193j -0.00535783+0.025751j -0.024895-0.00139019j -0.00302884-0.0280176j 0.016253+0.00103382j -0.000526231+0.00788457j 
0.000820213+0.0031391j 0.00797163-0.00120065j 0.00797578+0.0138574j -0.0143524+0.00318435j 0.00950866-0.0116337j -0.00405442+0.00152837j -0.00453831-0.00149494j -0.00350499-0.00526584j 0.00966976-0.00215224j -0.0107536-0.0162121j -0.000787866-0.00425901j -0.0131238-0.0207862j -0.00786057+0.0131117j -0.000999331+0.0017578j 0.00142942+0.00418853j -0.00101069+0.0102063j -0.0104475-0.00563148j -0.0101995+0.00641373j -0.00702413-0.00339355j 0.00479143+0.0143498j 0.00394228+0.0184686j 0.00210093+0.00219435j 0.00663749-0.000594964j 0.00450743+0.00999657j 0.00713092-0.0100752j -0.00730201-0.00643134j 0.00585026+0.0105392j -0.0158808-0.0129623j -0.00593625+0.0153219j -0.00448351+2.59305e-05j -0.00520686+0.00501596j 0.000710637+0.00805718j 0.00130352-0.00969579j -0.00567809+0.0255521j -0.00274847+0.0213261j -0.00162069+0.00261172j 0.0105753+0.0150049j 0.00158371+0.0191634j 0.0010269+0.0079616j 0.00815437-0.000884952j -0.004694+0.014776j 0.00409384+0.0058656j -0.0426169+0.00179027j -0.015902-0.0160796j -0.00175788+0.0109011j -0.0159383+0.00145745j -0.0232712+0.0110994j 0.00378243+0.000663745j -0.00538582-0.00791462j -0.00150881+0.00196666j 0.0121949-0.00902468j 0.0105959-0.0003293j -0.0234453+0.0114655j -0.00888359-0.00180098j -0.0100499+0.00766593j 0.00043833-0.0125168j -0.0133371-0.00818194j -0.00484885+0.00797888j 0.00476339-0.0123131j -0.0101829-0.00561032j 0.00329653-0.00615989j 0.000464593+0.0073223j -0.00560846+0.00760885j -0.00727047-0.00277171j 0.0180917-0.00316939j -0.010944+0.0146036j -0.00315169+0.00997324j -0.000278931+0.0158j 0.00262514-0.00428643j 0.00339062-0.00324626j 0.0153097-0.00490979j 0.00572855+0.000403951j -0.00115074-0.00313487j 0.0118045+0.00104968j -0.00130943-0.000229413j 0.00895274+0.00802129j -0.00723927+0.011741j -0.00296655-0.00222416j -0.00299305-0.00546739j 0.000322779-0.0103083j -0.0039592+0.00299734j -0.004775-0.00788518j 0.00453853+0.0116607j -0.00700607-0.0102986j -0.003302-0.00418765j 0.00535449-0.00559676j 0.0160891+0.0158922j -0.00842024+0.0175351j -0.0131191+3.4174e-05j 0.00158417-0.0127529j 0.015317-8.22369e-05j -0.000823578+0.00887958j 
-0.00619982-0.000303757j 0.00967729+0.00189452j -0.00449629+0.0129595j -0.0118445-0.012449j -0.0015721-0.0129687j 0.0130932+0.0106433j 0.00131062-0.00481492j -0.0149154-0.000589814j 0.00285709+0.0189304j 0.00280017-0.00225981j 0.00572247-0.0115591j -0.0173863+0.00175772j 0.0110637-0.00609486j 0.000472309-0.013153j -0.0010483+0.0103892j -0.00790201-0.00514745j -0.00581052-0.0163855j -0.0137331-0.0103655j 0.00916378-0.0113564j -0.00196165+0.0052066j 0.0103317+0.0177866j 0.00573095+0.000238636j 0.00461908-0.00235345j 0.0101163+0.0144446j -0.0107055-0.00382261j -0.00436233+0.00385116j -0.0200093-0.00244457j 0.00142184+0.0104171j -0.0146468-0.0354505j 0.0231917-0.00317428j -0.00754897-0.0118292j 0.0191073+0.00204738j 0.0130804-0.00121233j 0.00899172+0.0191595j -0.0168225+0.0074242j -0.00808442+0.0147345j 0.00842951+0.0136129j 0.00821486+0.00211906j -0.000615104-0.00412775j -0.0142168+0.00659883j 0.00666844+0.000819376j -0.00237689+0.0214296j 0.0011371-0.0110554j -0.00485006-0.00797141j 0.0121981-0.00345707j 0.0244691+0.00635694j 0.00278768+0.0207418j -0.00492928-0.00259623j 0.000232836-0.00386179j -0.00176841+0.00941493j -0.00613612-0.0119915j 0.0116886-0.0204171j 0.00159444+0.00934016j -0.0258679+0.0160149j -0.00362388-0.0125842j 0.0174269-0.0223185j 0.00723604+0.00793917j -0.020352+0.00134881j -0.00312387-0.00464438j -0.00492869-0.00848247j 0.0102703+0.0195015j 0.0102507+0.0141726j -0.0190339+0.00459944j 0.0141794+0.0152381j 0.00176153-0.000157888j -0.00138406+0.0156389j -0.00514052-0.009279j 0.0105145+0.00477722j 0.0275055-0.0258914j 0.014121-0.0142145j 0.0158075-0.0005294j 0.0126385-0.00110995j 0.00774115-0.00454381j 0.00818455+0.000224375j 0.00130049-0.00109662j 0.0131834+0.00436037j 0.00548411+0.0435499j -0.00485879-0.00582012j 0.00324988-0.0090578j -0.0237096-0.0293008j -0.0135704-0.00816486j 0.00159413-0.0158026j -0.023048+0.01922j -0.0118108-0.00990924j -0.0024517+0.0218639j 0.00362155+0.0180143j 0.0139313+0.011068j -0.0207594+0.0190245j -0.00560566+0.00391218j -0.00962512-0.0149305j 0.0165777+0.00208875j -0.00794589+0.00846804j 
0.000773999+0.000496547j 0.00845808-0.00414092j -0.00392309-0.00701086j 0.0100462-0.0121771j 0.00968241+0.00776442j 0.00260404+0.0210571j 0.0234915-0.00221066j -0.0140593+0.0130952j -0.0124662+0.000482137j -0.00966952-0.0117115j 0.00812231+0.000197848j -0.0138825-0.0215958j -0.00315943-0.00170522j -0.000702081+0.00827325j -0.00187595-0.015715j -0.00197993-0.00365819j 0.0200337-0.00817919j -0.00417013+0.0184741j -0.00964422+0.00605668j 0.00134145+0.00657107j -0.00145284+0.01085j -0.00445964-0.00195799j -0.00291378-0.0149145j 0.00196153+0.00906084j 0.00151668+0.00601076j 0.0118309+0.0109211j -0.0224732+0.00301357j 0.0102307+0.00258359j -0.0248416-0.028252j 0.0160944-0.0226227j -0.010013+0.00181579j 0.000575931-0.0105504j -0.00202145-0.0119902j 0.0131255-0.000673157j 0.00684099-0.00382811j 0.00300392-0.0107091j -0.00713283-0.0210014j -0.00873983-0.0123112j 0.00349858-0.0174758j 0.0228136-0.0109943j -0.0151694-0.00616719j -0.00506694+0.0135178j -0.00857054-0.00700781j 0.00145323+0.0155822j -0.0101727-0.00495561j -0.00358039-0.00155044j -0.00842228-0.0059412j 0.0024549-0.000172918j -0.0119527-0.000124067j 0.0185376-0.0306797j -0.0104229-0.0040034j 0.00239992-0.00810004j 0.0116028+0.0120004j -0.0160012+0.00130122j 0.00745816+0.000467467j 0.0180024-0.00270013j 0.00774317+0.00504093j 0.00452458-0.00621673j -0.013526+0.00857831j 0.00164857-0.0194398j 0.00598485+0.0251416j 0.0108666+0.00123305j 2.26312e-05-0.00135113j 0.0191082+0.0226268j -0.0196077-0.00198917j 0.0109164-0.00313113j -0.0054663-0.0124542j -0.00153046-0.0131641j 0.0219151-0.0199277j 0.00835213-0.0164566j -0.0070525+0.0049138j 0.00797392+0.000375959j 0.0159221-0.0105672j 0.00558096-0.00306039j 0.000846002+0.00380417j -0.00287439-0.00277371j 0.0225926+0.0172681j 0.00987246-0.00811554j 0.00600995-0.00148224j -0.0211781-0.0193557j -0.00904028-0.00584774j 0.00618395-0.00546591j -0.0304802-0.00366881j -0.004085-0.000558204j -0.00564314+0.0241109j -0.00334612+0.016679j -0.00984556-0.00435098j -0.00701449-0.00745412j 0.00769081+0.00330966j -0.0107203-0.00550719j 0.00609933+0.00101713j -0.00531936+0.00191861j 
-0.0017813+0.00256538j -0.000866102+0.0037272j -0.00120415-0.0141296j 0.0162485+0.00727265j -0.0121692-0.00924395j -0.0157568-0.0164403j -0.0100806-0.00688351j 0.0187377+0.00408884j 0.00585671-0.00874302j -0.00585231+0.00468298j 0.0107009-0.00890638j -0.0107228+0.0110879j -0.000263815-0.0140112j 0.0117941+0.0074118j -0.00536209-0.000649695j -0.00908352+0.00592946j 0.00969953+0.000964319j -0.0124021+0.00505444j 0.0102135-0.0167357j -0.00690616-0.0168519j -0.01255+0.00922601j 0.00659826+0.000156451j -0.000539217-0.00370856j -0.00174644-0.00393998j 0.019579-0.00608182j 0.0204586-0.00162464j 0.0152322-0.00455146j 0.00989141+0.0116357j 0.00341197+0.0102826j -0.0105221-0.0081509j -0.00212161+0.00117388j -0.00944451+0.00210328j 0.0078709+0.00740638j 0.0102882+0.00241527j -0.00106982-0.0130505j 0.0124776-0.0177109j -0.00512097-0.00131466j -0.00270506+0.00976558j -0.00469353-0.0238928j 0.00442644+0.0109639j 0.019691-0.010517j -0.0039593-0.0144667j -0.0126572-0.0223547j 7.34208e-05+0.00340868j 0.0113595-0.00283374j 0.00197614+0.00177022j 0.00847405+0.0116225j 0.0229054+0.00300909j -0.00104696-0.00784975j -0.00901747-0.00956381j 0.0109279+0.0100087j 0.00199625-0.000962415j -0.00637336-0.00223938j -0.00248725-0.00611624j -1.51973e-05+0.00183686j 0.00326834-0.00350928j 0.00202851+0.018814j 0.0139324+0.00190802j -0.00168315+0.0137226j 0.00729647+0.00531996j -0.0114409-0.00858143j -0.00450232-0.00648337j -0.000359285-0.00673817j 0.00292584-0.000259961j -0.00357998+0.00194242j 0.000440047-0.0145526j 0.00165814-0.00183711j -0.00639651-0.00448918j -0.00337787+0.00479859j -0.0138781+0.00946456j -0.0162999+0.000760326j -0.00594262-0.00611196j 0.00325454+0.00167541j 0.00584051-0.00262655j -0.00609617+0.00823126j -0.00602333-0.00502742j 0.00210118-0.0140371j -0.00268944+0.00961139j 0.00176353+0.0041477j 0.00861701+0.00561146j 0.0100113+0.00343309j 0.00389682+0.0173359j 0.000436314-0.0114544j 0.000855138+0.00923418j 0.00100754-0.00708616j 0.00276928-0.0021109j -0.00657781+0.000426216j 0.00777613-0.00957993j 0.00389988-0.00212683j 0.00275085+0.010092j -0.00808279+0.000938939j 0.00207508-0.00542689j 
-0.0123229-0.0314391j -0.0438135+0.00770362j 0.00683668-0.0183197j 0.0166842+0.0143771j 0.00563599+0.0118169j 0.0139374-0.000142537j 0.0172117-0.00223758j -0.00120761-0.0351134j 0.0155236+0.00730866j -0.00564701-0.00317986j 0.0101384+0.0147861j -0.00692271+0.0108935j -0.00955403+0.00419327j -0.00142607-0.000880481j 0.00845313+0.00652302j 0.00576213-0.00195611j 0.00761424+0.00712394j -0.0140026+0.00286141j -0.00511861-0.00152592j -0.00328311-0.0025524j 0.0161312-0.0118391j 0.00153524-0.00377341j 0.00095842+0.0123409j -0.0110084-0.00801339j -0.0030283-0.0135882j -0.0107825+0.00429509j 0.0102478+0.0077628j -0.00171115+0.00153751j 0.00205725+0.0170538j 0.0380158+0.0218564j -0.000377072+0.0130131j -0.0188751-0.00774571j 0.00345003-0.0124818j 0.0053218-0.035487j -0.0119672+0.00385471j -0.0282307-0.0157322j -0.00406884-0.016823j -0.00330082+0.00844912j 0.0030008-0.0176372j 0.00814071-0.0181376j 0.0133432+0.00350822j -0.0186765+0.011362j 0.0106266-0.00649799j -0.00561223-0.0084545j 0.00798846+0.00896446j 0.0144081+0.0195549j 0.00342123-0.015509j 0.00682002-0.00126015j -0.0127796-0.0258253j 0.00962436+0.0137656j -0.0271412+0.00352521j -0.0431578+0.0159083j -0.0157046-0.0277075j 0.0151237+0.00361103j 0.0065603-0.0181834j -0.0213314+0.0111685j 0.00622043+0.00923385j -0.00115977-0.0121625j 0.0187874+0.0226212j -0.00219492+0.00974844j 0.00612828+0.0115762j 0.0148869-0.000579035j -0.0086496-0.00454001j 0.0188451-0.0139298j 0.0116618+0.00557191j 0.0239409+0.0053607j 0.0162413-0.0190677j -0.00296254+0.0258979j -0.00917233-0.0039651j 0.0193889+0.0145643j 0.00685252+0.00381552j -0.0240905+0.0268674j -0.0271157+0.00615999j 0.0116292-0.00442504j -0.0301715-0.026496j 0.00839942+0.0126228j -0.0152482+0.0483094j 0.0167366-0.00305074j 0.0170218-0.0194251j -0.0169694+0.0111532j -0.00204535-0.0288339j 0.0206141-0.0179314j 0.00982014+0.0174367j -0.00223923-0.00164311j 0.0186854-0.0141567j -0.0398239+0.00190269j -0.00400958-0.00728833j -0.010664-0.0115574j -0.00435091-0.0060933j 0.00558687+0.0104486j -0.0379359-0.0130948j 0.00660344-0.0184473j 
-0.0134241+0.00534897j 0.0128289+0.0154904j -0.00654049+0.0054649j -0.00727358-0.00720877j -0.00155507-0.00651629j -0.00738568+0.0154437j -0.00564611+0.00465628j -0.000748772+0.00430947j -0.0037458-0.00680952j -0.00427349-0.000266764j -0.00473844+0.0120723j 0.00271985+0.00415006j -0.00117159+0.000197247j 0.00242585-0.00290841j -0.00274056-0.00180772j -0.00153287-0.0015295j 0.00267661-0.0080792j 0.00156723+0.00475513j 0.00684385-0.00303468j -0.0145686+0.00239229j -0.00692448+0.0103838j 0.00644444-0.00808156j 0.00267645-0.00945587j -0.00900076-0.0145363j -0.00636798-0.00742672j 0.0245831-0.0137949j 0.00364053+0.009408j -0.0117634-0.0169518j -0.00446441-0.00808228j -0.00943377-0.00243863j 0.00952631-0.00715898j -0.0104538-0.0030344j -0.00573464+0.00445717j -0.00706174+0.000394982j 0.00641988-0.00128637j 0.00139123-0.00299401j 0.0140129-0.00310624j 0.0143312+0.0052027j 0.0102245+0.00214015j 0.000844933-0.00625758j -0.0110164+0.00513652j 0.00266724+0.000430666j 0.00174398-0.0100976j -0.000763653-0.00660202j -0.00721325-0.00797067j 0.0188162-0.0146621j -0.0072853+0.011672j 0.0164225+0.0216281j 0.00292688+0.0165545j -0.00164715+0.00669152j -0.00221733-0.0046133j -0.00630546-0.017707j 0.0176944+0.00766814j 0.00383993-0.00601997j -0.00389132+0.0135763j 0.002487-0.000446006j -0.000213295+0.0156764j -0.00252652-0.0122313j -0.00608467+0.00719624j -0.0204341-0.00710396j 0.014145-0.0204727j 0.00109037+0.015693j 0.00454389-0.00454584j -0.00951893+0.0119606j -0.000518097+0.00458895j -0.00619701-0.0030394j 4.93639e-06+0.00583024j 0.0108579-0.0220616j 0.00388514+0.00550621j 0.0163008+0.00324878j -0.00469906-0.00281535j -0.00185368-0.00789436j 0.00615421-0.0092335j 0.00803659+0.000967017j -0.00296192-0.0188218j -0.00330638-3.61399e-05j -0.000606267-0.022082j -0.00103457-0.00714552j 0.0020952-0.0042663j 0.00248782-0.0204195j -0.0197516-0.00387224j -0.00395676+0.00717087j 0.00712049+0.00015417j -0.0106884+0.0021769j 0.00232385+0.026447j 0.0117333+0.0124556j -0.0147129-0.0340864j 0.00997727+0.0112271j 0.00127206+0.0100482j -0.00986787-0.0311293j -0.00362808+0.0113509j -0.0114868-0.00220776j 
0.0137259+0.000969311j 0.00710943-0.0181561j 0.00284035+0.0126018j -0.00994533-0.00521225j 0.014662-0.0101146j 0.0126603-0.00821303j -0.00455976-0.00310518j -0.02624+0.00801436j 0.00733824-0.00431666j 0.00447897-0.0101186j -0.0057418-0.00882302j -0.0099172-0.00849286j 0.0061509-0.00584219j 0.000704607-0.00294021j 0.00677886-0.0102621j -0.00290658-0.00225951j 0.000135699-0.00280628j -0.00663743+0.005118j 0.0027341+0.00671016j 0.00385695+0.00313555j 0.000564595+0.00766902j 0.00458699-0.00450055j 0.00290477-0.00281242j 0.0120979+0.000199234j -0.0104374+0.0060455j 0.00423942-0.00599187j 0.00407367-0.00458599j -0.00335961-0.00213525j -0.012803-0.00499616j 0.0148317-0.00442291j -0.00246484+0.00321216j -0.0016277+0.0162755j -0.00208136+0.00469985j 0.0129891+0.00348303j -0.003124+0.00603376j -0.00957278+0.00957384j 0.00547776-0.0112902j 0.00221137-0.00129907j -0.00586488-0.00211758j 0.00558735+0.00924371j 0.00690112-0.00608295j -0.0101844-0.0054617j 0.0026293+0.00452775j -0.00171418+0.0119584j 0.00293868+0.00348481j -0.0140325+0.00892175j 0.00525335-0.0108112j -0.0114182-0.00646765j 0.00398616-0.00404518j -0.00259707-0.00672987j 0.0125971+0.00879138j -0.00227908+0.00631792j 0.0117554+0.00431705j 0.00276873-0.00816908j -0.00178692-0.00897566j 0.000949026-0.00864439j -0.00823742+0.00597434j 0.00116049-0.00325347j 0.0124166-0.00502249j -0.00694171-0.0186339j -0.011168+0.0182787j -0.0111116+0.0019404j 0.000179805+0.00263335j -0.00269626-0.0138896j -0.00222411-0.00115385j 0.00141367-0.0202251j 0.015117-0.0029392j 0.0155318-0.0176327j -0.000284434+0.00039301j 0.0027677+0.0104787j -0.00299549-0.000709212j -0.0144556+0.0133416j -0.00861447+0.00407337j 0.00607416-0.00696099j 0.00059087+0.00311797j 0.00851774+0.000392402j 0.00369568+0.00301003j 0.00395849+0.0115465j 0.0132914+0.00829586j -0.00406152+0.00442938j -0.0177123+0.00224299j -0.0052733+0.00117743j -0.00522969-0.016056j -0.0177267+0.00655527j -0.000144524-0.00161236j -0.00700202-0.00890676j 0.00856225+0.0396795j -0.0190619-0.00102549j -0.0116304-0.0104571j 0.0176014-0.00516713j 0.0203977-0.0159216j 0.0123948+0.0109872j 
