0.108884+0.0144261j 0.0129315-0.121667j -0.0608002-0.0787261j 0.107768-0.0831961j 0.0834868+0.0621334j 0.126329+0.000260655j 0.0059186-0.107774j -0.0452464-0.135749j 0.0738582-0.0459686j -0.06409+0.0139186j 0.012952-0.0512687j 0.022836+0.0911014j -0.141104+0.106701j 0.0671828+0.0903656j -0.0890816-0.0647731j -0.13169+0.0213083j -0.0199135-0.0595443j -0.0374848+0.0534353j -0.0107051+0.142676j 0.00317382+0.00674336j -0.180881+0.00405184j 0.0118948+0.173596j 0.0762036+0.0282496j 0.0309846-0.0597306j -0.145515-0.00183553j -0.047605-0.118751j -0.00758765-0.110369j -0.0701047+0.0448859j -0.0188796-0.0743954j -0.032184+0.0156021j -0.0764202-0.0268391j 0.0988518-0.0189061j 0.0283593-0.164671j 0.100793-0.0190412j 0.128433+0.00570482j -0.127584+0.0970469j 0.0255909+0.0414965j -0.102604-0.10644j 0.120072-0.0403568j -0.0350618+0.0816368j -0.00579666-0.0799345j 0.00379989+0.00399835j 0.0318985+0.0268474j 0.0256093+0.0439521j 0.0121812+0.283938j -0.0766646-0.10085j -0.00434084-0.0135613j -0.0249843+0.180787j 0.114589-0.0694773j 0.0217573+0.0439242j -0.0958904-0.0191189j 0.0747187+0.0372663j -0.00325236-0.00430143j 0.0278735+0.0116901j -0.0101928-0.0614418j -0.231709-0.0473907j 0.0989807-0.00683271j -0.014213+0.075464j 0.117622-0.152369j 0.0299142-0.0303571j 0.0632625-0.0593088j 0.0543396+0.111974j -0.0893022-0.121052j -0.0959157-0.0550625j -0.03545+0.0278507j -0.0479114-0.00608998j 0.0523476-0.0281062j 0.0469088-0.0872936j -0.0190337-0.00416828j 0.0285665-0.0181919j -0.0210855+0.0250465j 0.048878+0.0153811j 0.00965007+0.0646267j -0.0671814-0.0522125j 0.06172-0.0446667j 0.0092328-0.0414773j -0.0573722-0.0100576j 0.0134042-0.00335749j -0.051219+0.0243241j -0.000647738-0.0130499j -0.0131212-0.0272006j -0.00645296-0.0125476j -0.0205224+0.011202j 0.0263991-0.0294282j -0.0102751-0.0393005j 0.024873+0.00102021j -0.00651749+0.0124368j -0.0655423+0.0029798j 0.0244045-0.0785085j 0.0819901+0.0306959j 0.0143203-0.0624943j 0.0656581+0.0180725j 
-0.000304442-0.00202176j -0.00242078+0.000550309j -0.00353481+0.00477296j -0.00157217+0.00384923j 0.00303861+0.0028255j 0.00874003-0.00283829j -0.000769109+0.00907323j 0.00933217-0.00329951j -0.00117044+0.00195207j -0.00971044-0.00561694j -0.00424585-0.000630291j -0.00169141-0.00329972j 0.00311704+0.00119111j -0.0123718-0.00271584j 0.0047294-0.00661949j -0.000149738-0.00713838j 0.00938073+0.00181054j -0.00392594+0.00110724j 0.00339059-0.000566155j -0.00222038-0.000990402j -0.00329389+0.00280127j 0.00439394+0.00224228j 0.00383619-0.000617393j -0.00712165-0.00226658j -0.00108298-0.00275312j -0.00355179-0.00185635j -0.00460859-0.00283509j 0.00306423+0.00108044j 0.0035179+0.00192346j 0.00102489+0.00375652j -0.00370469-0.00581085j -0.000803258-0.00424759j -0.000454006+0.000869043j -0.000403374-0.00490705j 0.000259487-0.000107231j 0.00350756+0.0112211j -0.000768166-0.0026491j -0.00405357+0.00366987j -0.00454576+0.00119792j 0.00474925+0.00721884j -0.00330337-0.00532435j -0.00134105-0.00172337j -0.00329274+0.00355618j -0.00227903-0.0037422j 0.000893733+0.00117195j 0.00192263+5.4867e-05j -0.00564589+0.00681613j -0.00562966+0.00240341j 0.00324496+0.00288861j -0.000106254-0.00225491j -0.00545808-0.000197508j -0.000960263-0.00339606j 0.00294811-0.00115241j -0.000492751-0.00150033j 0.00163779-0.00290825j -0.0037205+0.000639352j 0.00427271+0.000925872j 0.0044767+0.00501408j 0.00578841+0.00359341j -0.00593012-0.00271036j 0.000482074-0.000946088j -0.00110494+0.00379634j 0.000143872-0.000351279j 0.00674306+0.000366905j -0.00219304-5.22586e-05j 0.00135821-0.00234596j 0.00284592-0.000434416j 0.00237446+0.00575631j -0.00403833+0.00673225j 0.000289926+0.0035962j -0.00322202+0.00578954j 0.00337859+0.00363007j -0.00583377-0.00842139j 0.00117836-0.00557665j 0.00406195+0.00263444j 0.00326131+0.00583686j -0.000655207-0.00551235j 0.00298158-0.0042015j 0.00558908-0.00144004j -0.00140498-0.00496525j 6.7614e-05-0.00356611j -0.00132598-0.00260274j 0.000185439+0.00155567j 0.0011808+0.00113027j 0.00185979-0.00374203j -0.00254442+0.00057997j -0.000111095+0.0028899j 0.0010562+0.00192135j -0.00283426+0.000446657j 0.00236893-0.00302932j -0.000389754+0.000167338j -0.000798157-0.000905741j 
-0.0026267-0.00497472j -0.00707663+0.00251164j -0.00100081+0.0109037j -0.000873453-0.00215237j -0.000826731-0.00579573j 0.00512928+0.00769651j 0.00652654+0.00837118j 0.00598347+0.00358056j -0.00252101+0.00122758j 0.000758324-0.00396177j -0.000191522-4.57471e-05j 0.000392014-0.00505896j -0.00741856+0.00137891j -0.000651057+0.00159545j 0.0050258-0.00431762j 0.00144063+0.00249123j 0.00439175-0.000502265j 0.00217855+0.00282998j -0.00433323-0.00172081j 0.000341716+0.00304842j 0.00505165+0.00052678j -0.000877724-0.0050953j 0.00410806+0.00703814j -0.00115798-0.000521096j 0.00330931-0.00592546j 0.00839688+0.00902075j 0.00358011-0.00307367j 0.0108689+0.00534399j 0.00361706+0.00774629j -0.00240941+0.00315749j -0.00392492+0.0066141j 0.00462822+0.00305143j -0.00686572+0.0135751j 0.00589189+0.00336485j -0.0056093+0.000555775j 0.000829048-0.00368797j 0.000468742+0.00862091j -0.0037441+0.00392324j 0.00168934+0.00168072j 0.0029859-0.00259833j 0.0013761-0.0018523j -0.00762739-0.00128564j 0.000854528+0.00401088j 0.0023388+0.000234035j 0.00482199-0.00343899j 0.00673912-0.00105831j -0.00647307-0.00265423j -0.00377748+0.00677981j -0.00435736+0.00165906j -0.0034767-0.00724527j 0.00301613-0.00348314j -0.000289266-0.00454888j -0.00266666+0.00114823j 0.00708341-0.0028142j -0.00552308+0.0031952j -0.000729902-0.00121585j 0.00122384+0.000406689j 0.00355676+0.00384764j 0.00119519+0.00443117j -0.00314482-0.00757207j -0.00190055+0.000315537j 0.00132138+0.00910256j -1.64169e-05+0.00220186j 0.0149418-0.00165876j -0.00270462-0.0016649j 0.0062128-0.00177326j 0.0033857-0.00150925j -0.0013168+0.000723124j -0.00656026+0.0196591j 0.00347979+0.00310814j -0.00325588+0.00862106j 0.00259367-0.0017455j -0.00311301+0.000774591j 0.000740027+0.00520603j 0.00188261-0.00826092j -0.0038286-0.00119682j 0.0049622+0.00605563j -0.00444124-0.003532j 0.00727743+0.000633061j 0.00257954-0.00507418j 0.00210058-0.00207625j 0.00482909+0.000368892j 0.000767671+0.00119961j -0.000374701-0.0014661j 0.00739841-0.000346011j -0.00316127-0.00268273j -0.00334008+0.00501663j 0.000336261+0.00183633j -0.0081837+0.000289802j -0.00241714-0.00682881j -0.00399772+0.00254906j -0.000843985-0.00111068j 
-0.00168158+0.00587988j 0.00888403-0.00199281j -0.00273748+0.000724992j -0.00539442+0.00649919j -0.00215881+0.00374306j 0.00624089-0.00747559j -0.00732957-0.00146137j -0.000762728+0.00349056j 1.59524e-05-0.00257327j -0.00343537+0.00116894j -0.00171369+0.000480798j -0.00863715-0.000746151j 0.000195046-0.000642829j -0.00271442-0.00593081j -0.00368184-0.00220543j -0.00227501-0.00281117j 0.00276478-0.00240574j 0.00280917-0.00237816j 0.000299747+0.00217182j -0.00348608+0.00164491j -0.000616536+0.00408045j 0.00266722+0.0020629j -0.00151485-0.00087309j -0.00156354+0.00124628j 0.00104218+0.0028524j -0.00295813-0.00751004j -0.00518632-0.00426128j -0.00212111+0.00224597j -0.00258381-0.00502517j -0.000571134-0.00428623j 0.00290167-0.00462685j 0.00180233-0.000665187j 0.00640968-0.00534651j -0.0021048+0.0020961j -0.00171285-0.000825935j 0.00173927+0.0107149j -0.00142412-0.00584237j 0.00136143-0.00193766j 0.000283696+0.0039851j 0.00275769+2.90518e-05j -0.000195428+0.000402345j 0.00307318+0.00211306j 0.00197404+0.00113133j 0.0018592-0.00558968j -0.00138627-0.000555112j -0.00480452-7.93993e-05j -0.0011394-0.000978238j 0.00164743+0.000964905j 0.0040724+0.000916663j -0.00158682-0.000400572j 0.00155241-0.000328627j 0.00212532-0.000536793j -0.00357323+0.000280083j -0.0077397-0.000776103j 0.00171903+0.00347137j 0.00140345-0.00167894j 0.00248391-0.00392453j 0.00334892-0.00277283j 0.00119802+0.00100941j -0.00107241+0.00584479j -0.00314032+0.00371739j 0.000351602+0.000240907j -0.000430881-0.00182054j -0.00446095+0.00197181j 0.000487451+0.00476589j -0.00286959-0.000111983j -0.00325108+0.00146519j 0.00426215-0.00265957j 0.00476984-0.00570627j 0.00279278+0.00143327j 0.00240273-0.00579942j 0.000678943+0.00680178j -0.00169861-0.000982407j -0.000981652-0.000265326j 0.00374941+0.00274679j 0.000168455+3.39775e-06j 0.0009498-0.00484257j 0.00407214+0.00437019j -0.00617122+7.73528e-05j -0.0019923-0.00152123j -0.00472518-0.00157241j -0.000496075+0.00120518j -0.00279511-0.00192697j -0.00469163-0.00242823j -0.00130808+0.000705604j 0.000999057+0.00485342j 0.00269478-0.00169207j 0.00629282+0.000407819j -0.000887549+0.000482948j 0.00621806-0.00284662j 0.00756783+0.00259778j -0.00301966+0.00528896j 
-0.000769002+0.00234727j 0.00220858-0.000354287j -0.00250721+0.000928575j 0.00420285+0.0017128j -0.00163456+0.000253955j 0.00451933+0.00271821j 0.00196178-0.00237562j -0.00232378-0.000270943j -0.00320717-0.00256295j 0.00168017+0.00402919j -0.000720178-0.00327789j -0.00750214+0.00376734j -0.00914297-0.00580705j 0.0147132-0.00235238j 0.00220631-0.00564647j 0.00337793+0.00376105j -0.00773511+0.00297791j 0.00110439-0.00206414j 0.00406507-0.00431269j 0.00197351+0.00126945j 0.000277708+0.00108442j 0.00342675+0.00222681j 0.00409015-0.00176206j -0.000535612+0.000465813j 0.00117564-0.00401753j 0.000740458+0.00571224j -0.00409497-0.00298099j -0.00204716-0.0082579j 0.000132892-0.00157343j -0.00136684+0.000162783j -0.000579229-0.00748235j 0.00128024+0.000544678j -0.00292626+0.00253244j 0.000553933+0.000140784j 0.000912527+0.00112232j -0.00913946+0.00214733j 0.00233634-0.00230753j 0.00754829+0.00117049j -0.0026501-0.00317311j 0.00514588+0.00431552j -0.00251954+0.00126501j 0.00262745-0.000541566j 0.00433723-6.05443e-06j -0.00262987-0.0028445j -0.00673879+0.00545562j -0.00377265-0.00560847j -0.00443823-0.00226679j -0.000809162+0.00268098j 0.000253868-0.00688216j -0.00253972-0.00836061j -0.000525912+0.00158855j -0.00211022-0.00218388j 0.00247153-0.00119692j -0.00254324+0.000218866j -0.000682366-0.00046452j -0.000570599-0.00156212j -0.00259599-0.00207855j 0.000944698+0.000809549j -0.00122446-0.000976143j -0.000712999+0.0072524j -0.00173576+0.00246291j 0.000290132+0.00278138j 0.00098664+0.00242027j -0.00375716-0.00155005j -1.9784e-06-0.000186995j -0.00316334+0.000761219j -0.00193991-0.00318779j 0.00135993-0.00158621j 0.0015048+0.000653164j -0.00143024-0.00141875j 0.000292743-0.00016409j -0.00161584-0.00352153j 0.00297935+0.00229433j -0.00229213-0.000898212j -0.00167536+0.00169005j 0.000248471-0.00011096j 0.000413581+0.00133649j 0.00312567+0.000900249j 0.000977777+0.00032441j -0.00204008+0.0015718j 0.00170809+0.000615353j -0.00471397+0.00166345j -0.00285656-0.00082835j -0.00118839-0.00130849j 0.00114893+0.00112952j -0.000858203+0.00426979j -0.0017868+0.000485345j 0.00121671-0.00274921j 0.00120525+0.000899095j 0.00201342-0.000728244j 0.00227564-0.000302848j -0.00177782-0.00028806j 
-0.000314187-0.00697574j -0.00261684+0.00116205j -0.00540316-0.00398101j -0.00224327+0.00553274j -0.00660944-0.00168632j -0.00488109-0.00227257j 0.00810367+0.000403772j -0.00392778+0.00455106j 0.00232172+0.00300975j 0.00639466-0.00617976j 0.00080525+0.00749053j 0.0044613+0.00139099j 0.00463169+0.00139527j 0.00600406-0.0100125j -0.00400357+0.0150051j -0.00451357+0.00337063j -0.00304677-0.00610481j 0.0039292-0.00934365j -0.0104815-0.00232483j 0.000543319+0.00411704j 0.00694406+0.00511172j -0.00986933-0.00610349j -0.0102671+0.00276292j -0.00276727+0.000750776j 0.00395956-0.00235547j 0.00513119-0.00643997j 0.00322353-0.00202233j 0.00558189+0.00863214j 0.0055878-0.00528252j 0.00362905-0.00457953j 0.00363967+0.00698402j 0.000364201-0.00397393j -0.00194689-0.00913266j -3.49917e-05-0.00067423j -0.00594115+0.00279472j -0.00342447-0.00921364j 0.00334263-0.000701629j -0.00219843-0.00636573j 0.0029617+0.0128289j -0.00292219-0.00876397j 0.000208461+0.00427621j -0.00392108+0.00501845j 0.00115394+0.000126566j 0.00323814+0.00470065j 0.00141288-0.0057809j 0.00648178+0.00579692j 0.00147029-0.00429974j 0.000789841+0.00031478j -0.00137281+0.00859955j -0.00159324+0.00296476j 0.00178041+0.00162309j -0.00373577-0.00393115j -0.000180739+0.00248686j 0.00561587-0.00286289j -0.0106876+0.0022593j 0.00117284+0.00142545j 0.000520768+1.27893e-05j 0.000238948-0.00183436j -0.00375494+0.00182777j 1.28545e-05-0.00236922j 0.000719527-0.00278542j -0.00140429-0.00167003j -0.0012516-0.00150005j 0.00477839-0.00237054j 0.00091399+0.000918768j 0.00167721-0.00120717j -0.00217643-0.00304396j -0.000310615-0.00146238j -0.00348396+0.0069449j -0.000361798+0.00345398j 0.00174623-0.00332471j -0.00216122+0.00246765j 0.00394827-0.00235497j -0.00193249+0.0124509j -0.00259254-0.0049271j -0.00471923+6.44353e-05j 0.0025845+0.00482515j 0.00136594+0.00419245j 0.00769613+0.00154231j -0.0010436-0.000603737j 0.00436448+0.00316863j 0.00463812+0.00212876j 0.000591429+0.00127597j -0.00252234+0.00250799j 0.00376848+0.00164351j -0.00255765+0.00137974j -0.00199954-0.000875125j 0.0032663-0.00159794j -0.000890972+0.00145412j -0.000441574-0.000250314j -0.00358179+0.0015522j -0.00128362-0.00369172j 
-0.000291456-0.00475021j -0.0071965+0.00251451j -0.00132171-0.00099754j 0.00264394-0.000501217j -0.00536023+0.000486283j -0.00172467-0.00463283j 0.0100587+0.00271028j -0.000276524-0.00617181j -0.000630109+0.00275711j 0.00439989-0.00304975j -0.00417153+0.00648794j 0.00366279-0.000240995j 0.00629483-0.000579085j -0.00144609-0.00350544j 0.00216272+0.00327151j -0.00662386-0.00101708j -0.00306572-0.00169951j -0.000209636-0.00134417j 0.000511108-0.00209126j 0.00718289-0.00360584j -0.00528452-0.00147885j -0.00343105-0.00137508j -0.00134557-0.00137644j -0.0093217-0.0011986j -0.000318233-0.0034966j -0.00519525-0.00254688j 0.00160579+0.000589488j 0.00777021-0.00102458j 0.00641508-0.00106967j 0.00329878+0.000544509j -0.00169222-0.000871144j -0.00493163-0.0053603j -0.000851854-0.00322208j -0.000270095-0.00669859j 0.000158981+0.00264472j 1.79702e-05-0.00291831j 0.00291514+0.000213063j -0.00180214+0.00105348j 0.00314286+0.00504933j 0.000609724-0.00220644j -0.000761187-0.0040488j 0.000368664+0.00293916j -0.00182509+0.00314166j -0.00255412+0.00206129j -0.000957694+0.00101512j 0.00664509+0.00330591j -0.00341246-0.00124047j -0.00336773+0.0045821j 0.0027665-0.000901358j -0.00181792-0.00242724j -0.00521401+0.00558862j -0.000856862-0.00353512j 0.00177308+0.00274447j 0.000226846-0.00281544j -0.00349147-0.0040432j -0.00309567+0.000926335j 0.000662575-0.00040813j 0.0014688+0.00121006j 0.00569754-0.00377794j -0.0062927+0.000840289j -0.000861557-0.00294411j 0.00192826+0.000118724j -6.71222e-05-0.000437633j 0.00362886-0.00135773j 0.00130136-0.00211484j 0.00131804-0.00138839j -0.00115144+0.00168666j -0.00180245+0.00385684j -0.00271702+0.00347333j -0.000427767+0.00172598j -0.00299248+0.00311635j -0.000345848+0.000127915j 0.00101088-0.011685j -0.00061226-0.0032711j -0.000933578-0.000990961j 0.00180693+0.00548503j -0.00458678-0.0018861j 0.000625613-0.00205387j 0.00484748+0.000541231j -0.00337874-0.00114392j 0.00500252-0.00222224j 0.00061391-0.00260849j 0.000436528+0.00261657j 0.00140639+0.00430832j 0.00386549-0.00387932j -0.00146264+0.00149267j -0.000969622+0.000394028j -0.000243768-0.00022006j 0.00212989+0.00208768j -0.00150638+0.00343624j -0.00523295-0.00120185j 0.00178564-0.00520118j 
0.00575668+0.00334202j 0.00137597+0.00141826j 0.00946452-0.0114394j -0.0107553-0.00650208j 0.00451975-0.00562664j -0.00534031+0.00490066j -0.0019189-0.00328187j -0.00872748+0.00354212j -0.000153128-0.00181482j 0.00340626+0.00653053j -0.000740935+0.00123184j 0.00817718-0.00135595j 0.00129175-0.000342072j -0.00788621+0.00239588j 0.00186101-0.00352531j -0.00285951+0.00348492j -0.00877112-0.000996625j -0.00334928+0.00106531j -0.00153995+0.00121897j 0.00106071-0.000608093j -0.0043463-0.0072517j -0.00402439-0.00311826j -0.0085745-0.00280499j 0.00467939+0.00176907j -7.74541e-05+0.00630382j -0.00118563+0.000429219j -0.00227455-0.000161904j -0.00268506+0.000253607j -0.00760233+0.0022842j 0.00286798-0.00360359j -0.00502263+0.0146823j 0.00318636+0.00576404j 0.00197319+0.00490455j -0.0027386+0.00887275j 0.00242334-0.00180425j 0.000723928-0.00227151j -0.00242966-6.31048e-05j -0.00169761-0.000266777j 0.00481291-0.00358119j -0.00493476-0.000382107j -9.57496e-05+0.00482953j 0.00245718-0.0028843j -0.00719034-0.00588968j 0.00525501+0.00208677j 0.000535556+0.000207847j 0.00563529-0.00145653j 0.00354846+0.0024334j 0.00115116-0.00563183j -0.00222253-0.00263296j -0.00090213+0.00651381j 0.00151648-0.00157828j 0.00665675+0.00460309j 0.0038753+3.78569e-05j 0.00207489+0.00216414j 0.00470712-0.00191156j 0.00483234+0.00286466j -0.00298362-0.000707396j -1.6988e-05+0.000560977j 0.000458467-0.00686687j -0.0028068+0.000428584j 0.000322034+0.00145722j 0.00075192+0.000213602j 0.00220366-0.000823992j -0.0065796+0.00129001j -0.000377103+0.00324451j -0.00195541+0.00157809j 0.00228351+0.00196686j -0.0041476-0.00535702j 0.00403955-0.00609104j 0.00164317-0.00107473j 0.0023049+3.58953e-05j -0.00597565+0.00488904j 0.00337718-0.00146996j 0.00165508-0.00616013j -0.0023445+0.000198928j 0.00105422-0.00266123j 0.00246638+0.000859536j 0.0034802+0.00030033j -0.00212887-0.00061188j 0.000717499+7.98923e-05j -0.00132733+0.000520439j 6.74817e-05+0.000527188j -0.000555228-0.000544924j -0.00246238-0.00357405j -0.00403626+0.00284885j -0.000397923+0.000850921j -0.000404076-0.000425015j -0.00291637-0.000619069j 3.46245e-05-0.000904569j -0.000149006-0.000992089j 0.00469357-0.000703841j 0.0028422+0.00425169j 
-0.000236093+0.00142526j 0.000510559+0.00796917j 0.00671294-0.000356661j -0.00722762-0.0035409j 0.00215539-0.00514176j 0.000483193+0.00637088j -0.00226924+0.00545558j 0.00493552+0.00121982j -0.00674281-0.00178073j -0.00835607+0.00144091j -0.0018184-0.00288253j 0.0068353-0.00127717j -0.00348704+0.00179687j -0.00724863+0.0061094j 6.22524e-05-0.00991304j 0.0039234+0.00104509j 0.00335511+0.00129229j 0.00108043-0.000403023j -0.000327064-0.00191244j -0.00453589+0.00226156j -0.00260584-0.000482955j -0.0041159-0.00305897j -0.00290798+0.00243822j 0.000600373+0.00168557j -4.31819e-05-0.000110448j 0.00542544+0.00658951j -0.00490907-0.00523375j 0.00232274+0.000813161j 0.000400464+0.00443696j -0.00140484+0.00175693j -0.00537614+0.0108464j 0.00343531+0.00410809j -0.000964108+0.00983265j -0.00365592+0.00420692j 0.000223944-0.00310902j 0.000938752+0.00207559j -0.00151327-0.00131729j -0.00193572+0.00299642j -0.00277245+0.000453881j -0.00284583+0.00283523j -0.00557087+0.00417336j -0.00343352-0.00311063j -0.00296418-0.000680219j 0.00487923-0.000900336j 0.00247291-0.00128009j 0.00362945-0.00757732j -0.00124176+0.00688855j -0.000650457+0.00192932j -0.00110447-0.000680925j -0.00263813+0.00362719j 0.000325439-0.00443684j 0.00284875-0.000598606j 0.00305275-0.00397481j 0.00570827+0.000262389j 0.00209895+0.00153337j 0.000228711+0.00134511j -0.00430382-0.00322956j 0.000460343-0.00204426j -0.00358142+0.00386842j -0.00121696-0.0048155j 0.00267678+0.00214579j -4.04903e-05+0.00108179j 0.00104244-0.0022027j 0.00327568+0.000544257j -0.00406145+0.0052049j -0.00141793+0.00163737j -0.00127498+0.00223498j 0.00189165-0.000418966j 0.00151048+0.002701j 0.00268649-0.00027878j 0.000175846+0.00225372j -0.000690231+0.000609213j -0.000170766+0.000445774j -0.000490483+0.000912993j 0.00225043-0.00592343j -1.45195e-05-0.00317209j 0.00235263-0.000313129j 0.00341383-0.00135778j 0.00401648+0.000617496j -0.00248139-0.00296072j 0.000260984-0.000828175j 0.0026694+0.00333606j 0.00212296+0.000571317j -0.00460336-0.000720361j -0.000744775+0.00430662j 0.00109587+0.00010858j -0.000452677-0.00107575j 0.00533667+0.00265637j -0.00306978+0.0024251j -0.00277477-0.00401073j 0.00167227+0.00432494j -0.0035078-4.1467e-05j 
0.00418919-0.00379426j 0.00177965+0.0014712j -0.00578301-0.00541676j -0.0121861+0.00780523j -0.00488886+0.003585j 0.00283754-0.0025163j -0.00147014+0.00434117j -0.00296612+0.00128241j -0.00433769+0.00490875j -0.00551243+4.17841e-05j -0.00174298-0.00162991j -0.00298218+0.00659811j 0.00381302-0.00135511j -0.00981359-0.00221034j -0.000753504+0.00261444j -0.00606608+0.000202362j 0.00177924-0.0033276j -0.00292739-0.0106604j -0.00750348-0.00499847j -0.00392647+0.00167089j -0.00302967+0.0042048j -0.00317395-0.0022884j -0.00363727-0.00139362j -0.00286233+0.000561967j 0.000785648-0.000443822j -0.00075934-0.00795279j -0.00805225+0.00189878j -0.00295674+0.00510239j -0.000550354-0.00405243j 0.00336904+0.000205878j -0.00227252+0.00822736j 0.00309804-0.00374445j 0.000352919-0.0100956j -0.00643505+0.00205118j -0.00313713+0.00225431j -0.000827215+0.00666093j 0.000496796-0.0100724j 0.00109524-0.00152724j -0.00229608+0.012074j -0.00320589+0.000245922j -0.00408154+0.00482636j 0.000991288-0.00247554j -0.00220995+0.0010611j -0.00526445-0.00236507j 0.0028446-0.000779064j 0.00153145-0.00269879j -0.000782683+0.000309579j -0.00356224+0.00199682j 0.000262319+0.000567679j -0.00125465-0.000690503j -0.00283214-0.00107711j 0.00124469-0.00335057j 0.00650098-0.00367137j -0.00130114-0.0027118j -0.00039589-0.000438812j 0.00104754+0.000686662j -0.00076381-0.000323406j 0.000225186+0.000440698j -0.00364416+0.00469072j -0.000736861-0.00148298j 0.000818351-0.00418341j -0.00433113+0.000213559j -0.000916456-0.000535204j -0.00139549+0.00112107j -0.00329521-0.000205993j -0.00146461+6.22593e-05j 0.00107439-0.0028925j -0.00106162+0.00242178j -0.00072742+0.000427176j -0.00175399-0.00226788j -0.00141819-0.00343628j -0.00228526+0.000900376j 0.000965504-0.0044678j 0.000527424+0.00747962j 0.0028565+0.00349989j 0.0046963-0.00276402j -0.000527039-9.46025e-05j 0.00331096-0.000269212j 0.00527264-0.00204217j -0.00230753+0.00104025j -0.00283156+0.00214545j -0.00298776-0.00211241j -0.000537494-0.000150803j -0.000372786+0.0022327j 0.00120658-0.00157982j -0.00244584+0.00194352j -0.00104364+0.00163584j 0.00244811-0.00209538j -0.00513701+0.00091j 0.00542484-0.00600993j 0.00361148+0.00114917j -0.00315659+3.69168e-06j 
0.00137853-0.00828649j -0.00611788+0.00311475j -0.00367852-0.00901469j -0.00065977-0.00225027j -0.000144703+0.005177j 0.00118943+0.00409561j 0.00483503+0.00572794j -0.000150625-0.00877788j 0.00102613+0.000491148j -0.00335785+0.00131327j -0.000323624-0.00702814j 0.00287126-0.000584109j 0.00307989-0.00273508j -0.00434678+0.00239079j -0.00101948+0.00210672j 0.000869676-8.77748e-05j 0.00196923+0.00570937j -0.00279881-0.00865005j -0.00179224-0.00440736j -0.00105214-0.000812169j -0.00335208+0.00508427j -0.0036578+0.000338099j -5.20948e-06+0.000226754j -0.00276146-0.00158298j -0.00207562-0.00153175j 0.000194034+0.00207222j 0.00306722+0.00379406j -0.000940079-0.00199452j -0.00248228-0.000315898j 0.00483437-0.000261579j 0.0022643+0.00536154j -0.00095969-0.00241341j -0.0017095-0.00150685j -0.00426694+0.00277349j 0.000416834-0.00157776j -0.00355499+0.000692631j 0.00427964-0.00490061j 0.00303558-0.000562812j -0.00656094+0.00245993j -0.00180898+0.00130524j -0.000995341+0.000295122j -0.00222258-0.000690042j -0.00158794+0.000355072j -0.00379617+0.000202607j 0.00225425-0.000761576j -0.00111038+0.00157867j 0.00251727-0.00197625j -0.00429552+0.00611686j -0.00428175-0.000958154j 0.00195804+0.000230289j -0.00490892-8.72032e-05j -0.00488796+0.00215314j 0.00509671-0.00384816j 0.000744562+0.000862346j 0.000648379+0.000761965j -0.00155882+0.00246579j -0.00441281-0.000273596j -0.000749048+0.000999783j -0.000385419+0.00486115j 0.000754368-0.00113831j 0.00371786-0.00184493j 0.000930033-5.68664e-05j 0.000187361-0.00227457j -0.000127576+0.000660954j -0.00123989-0.00220549j -0.00114113-0.00116024j -0.00325228+0.00129948j 0.00198253+0.00103623j -0.00285046+0.000259581j -0.00302706-0.000512256j -0.00479022+0.000712521j -0.00167622-0.00297815j 0.000984548-0.000227737j 7.17454e-05+0.0060492j -0.00209587+0.00329327j 0.00336442-0.0013799j -0.00643942+0.000206474j 0.0025551-0.00335228j 0.00534565-0.00214844j -0.00510881+0.00146931j 0.00224295+0.00283281j -0.00546128-0.00393391j -0.000691206+0.00122301j 0.00178292+0.00468918j 0.00685434-0.000906241j -0.000793074+0.00228024j -0.00207571+0.00294266j 0.00240441+0.000188364j 0.000464597+0.00243641j -0.00158926+0.00556008j -0.00737897-0.0042761j 0.00255233-0.00861019j 
-0.000192877-0.000819783j 0.000661828+0.00189515j 0.00204703-0.00283442j -0.00525282-0.00110907j 0.000359568-0.00178264j -0.00244188-0.00331622j -0.00440018+0.00327838j 0.000928246-0.00293946j 0.00345793-1.68236e-05j -0.00390913+0.00218642j 0.00144275-0.00292737j 0.00310114-0.00358984j -0.000261939+0.00160496j -0.00566994+0.00106718j -0.00121828-0.000619162j 0.00172585+0.000429279j 0.00247643+0.0056234j 0.00215222-0.00425893j -0.000569608+0.0018005j -0.00285707+0.00042322j -0.00186064+0.00155088j -0.00309505+0.00334641j -0.00114546+0.00411712j -0.00016161+0.0018225j -0.00207469+0.000347156j -2.88437e-05-0.000247652j -3.17293e-06-0.00128209j -0.00152536+0.00262203j -0.00282076+0.00335028j 0.0028207-0.00322555j 0.000910286+0.003254j 0.0012898+0.00477748j 0.00135983+0.003468j -0.00288824+0.00592156j 0.000271152-0.001868j 0.000568413+0.00460679j 0.000228067+0.000559291j 0.00102419-0.00132477j -0.00303769-0.000693544j -0.00047509+0.00128165j 0.000134947+0.000819157j -0.00421734-0.000346228j -0.00176011-0.00075656j 0.00207513-0.000358938j 0.00187587-0.00146262j -0.00543754+0.00279415j 0.00338549+0.000784945j -0.00469161+0.00199576j -0.00199753+0.00151098j -0.00106394+0.00298431j -0.000684887-0.000283552j -0.000529034+0.00130125j -0.00123474-0.00182264j -0.00238328+0.00213099j 0.00186748+0.00271466j 0.00050282+0.000717561j -0.00189696+0.000273312j 0.00325352-0.00114631j 0.0021306+0.00439902j 0.000655774+0.0013744j -0.000171154+0.00120901j 0.000850854-0.00166117j -0.000627801-0.00260799j -4.86879e-05+0.0021068j 0.000523709+0.00206248j 0.00179495+0.0016721j -0.00628223+0.00393954j 0.00163274-0.00116475j 0.00174906-0.00201421j -0.000466646+0.00311023j -0.000912029+0.00143926j -0.00180164+0.00214221j -0.00129399-0.000195249j 0.000447531+0.00163296j -0.000151096-0.000166279j -0.00104825-0.0017556j -0.00315437-0.000314074j 0.000469918-0.000850645j -0.00197042-0.000260104j -0.00102139-0.00119004j -0.00126465-0.00178204j 0.000551062-0.0017241j 0.000863737-0.000454769j -0.00174008+0.00046025j 0.00339531-0.00317012j 0.00387221+0.00160744j 0.00455567+0.00123057j 0.00601602+0.0042254j -0.00167103+5.29984e-05j 0.00312705+0.00227661j -0.000171198-0.000846982j 0.000281974+0.000100418j 
